sr_no,date,name,industry,sub_vertical,city,investor,investment type,amount_usd,remarks,year,month,day
169,7/8/18,My OmNamo,CONSUMER INTERNET,"Holy Platform Offering Customised Puja Packages To Individuals,Corporates",Mumbai,,Seed/ Angel Funding,1000000,,2018,7,8
170,7/8/18,ShopX,CONSUMER INTERNET,Assisted E-commerce Platform,Bengaluru,FUNG STRATEGIC HOLDINGS,Private Equity,35000000,,2018,7,8
171,7/8/18,MakeMyTrip,CONSUMER INTERNET,Online Travel Aggregator,Gurugram,MAKEMYTRIP LIMITED,Private Equity,10000000,,2018,7,8
172,8/8/18,Hansel io,CONSUMER INTERNET,Real-time Mobile App Management,Bengaluru,VERTEX VENTURES,Seed/ Angel Funding,4000000,,2018,8,8
173,8/8/18,Metro Bikes,CONSUMER INTERNET,Online Bike Rental Marketplace,Bengaluru,"SEQUOIA CAPITAL INDIA ADVISORS, ACCEL PARTNERS,G RAGHUNANDAN",Private Equity,12200000,,2018,8,8
174,8/8/18,Phone Pe,CONSUMER INTERNET,UPI Payments App,Bengaluru,FLIPKART,Private Equity,66000000,,2018,8,8
175,9/8/18,quizizz,ED-TECH,e-learning Platform,Bengaluru,"NEXUS VENTURE PARTNERS, PRIME VENTURE PARTNERS,OTHERS",Seed/ Angel Funding,3000000,,2018,9,8
176,9/8/18,Happy EMI,FIN-TECH,Consumer Financing Platform,Bengaluru,"AJ VENTURES,JAIN INTERNATIONAL TRADE ORGANISATION (JITO)",Seed/ Angel Funding,1000000,,2018,9,8
177,8/13/18,Inthree,CONSUMER INTERNET,Rural E-commerce Platform,Chennai,"VENTUREAST, ORIOS VENTURE PARTNERS,THE IAN FUND",Seed/ Angel Funding,4000000,,2018,8,13
178,8/13/18,Observe AI,TECHNOLOGY,AI Based Solutions Platform,Bengaluru,"NEXUS VENTURE PARTNERS, MGV, LIQUID 2 VENTURES, HACK VC, EMERGENT VENTURES,Y COMBINATOR",Private Equity,8000000,,2018,8,13
179,8/16/18,Enakshi,CONSUMER INTERNET,AI Based Solutions Platform,Ahemadabad,,Seed/ Angel Funding,114811,,2018,8,16
180,8/17/18,EazyDiner,CONSUMER INTERNET,Online Restaurant Table Reservation Platform,Gurugram,"DENLOW INVESTMENT TRUST,BEENEXT",Private Equity,5850000,,2018,8,17
181,8/20/18,Finzy,FINANCE,Online Loan Matchmaking Platform,Bengaluru,,Seed / Angel Funding,1000000,,2018,8,20
182,8/20/18,RawPressery,CONSUMER INTERNET,Online Organic Juice Delivery Service,Mumbai,ALTERIA CAPITAL,Debt Funding,4800000,,2018,8,20
183,8/22/18,Pi Ventures,TECHNOLOGY,"Applied Artificial Intelligence,IoT focusedPlatform",Bengaluru,CDC GROUP PLC,Private Equity,6000000,,2018,8,22
184,8/22/18,Revv,CONSUMER INTERNET,Online Indian Car Rental Platform,Gurugram,"HYUNDAI, EDELWEISS,BEENEXT, DREAM INCUBATOR, SUNJAY KAPOOR,TELAMA INVESTMENT",Private Equity,14270000,,2018,8,22
185,8/26/18,ZestMoney,CONSUMER INTERNET,Online Lending Platform,Bengaluru,"XIAOMI,PAYU, RIBBIT CAPITAL,OMIDYAR NETWORK",Private Equity,13400000,,2018,8,26
186,8/26/18,Shubh Loans,FIN-TECH,Customer Sourcing Platform,Bengaluru,"SAAMA CAPITAL, SRI CAPITAL, BEENEXT,,PRAVEGA VENTURES",Private Equity,4200000,,2018,8,26
187,8/27/18,MyUpchar,HEALTHCARE,Local Language Health Content App,Delhi,"NEXUS VENTURE PARTNERS, OMIDYAR NETWORK,SHUNWEI CAPITAL",Private Equity,5000000,,2018,8,27
188,8/28/18,Narvar,IT,Post-Purchase Customer Engagement Platform,Bengaluru,ACCEL (FORMERLY KNOWN AS ACCEL PARTNERS),Private Equity,3000000,,2018,8,28
189,8/30/18,True North,FINANCE,Private Equity Firm,Mumbai,,Private Equity,600000000,,2018,8,30
190,1/7/18,Leena AI,TECHNOLOGY,HR Virtual Agent For Employees,Gurugram,Y COMBINATOR,Seed/ Angel Funding,,,2018,1,7
191,2/7/18,Biryani By Kilo,CONSUMER INTERNET,Online Food Delivery,Gurugram,"AJAY RELAN,VINAY MITTAL",Seed/ Angel Funding,1000000,,2018,2,7
192,4/7/18,Anchanto,IT,E-commerce Fulfilment Platform,Pune,"MDI VENTURES,TELKOM INDONESIA",Private Equity,4000000,,2018,4,7
193,7/5/18,Loan Tap,CONSUMER INTERNET,Online Lending Platform For Salaried Professionals,Mumbai,"SHUNWEI CAPITAL, TUSCAN VENTURES, ASHISH GOENKA, VC FIRMS INDIA QUOTIENT,KAE CAPITAL",Private Equity,6250000,,2018,7,5
194,6/7/18,PolicyBazaar,CONSUMER INTERNET,Online Insurance Selling Platform,Gurugram,"INFO EDGE (INDIA) LTD,TEMASEK",Private Equity,27700000,,2018,6,7
195,9/7/18,zippserv,CONSUMER INTERNET,Online Platform For Risk-Assessment Services For Real Estate Investments,Bengaluru,INFO EDGE (INDIA) LTD,Seed/ Angel Funding,440000,,2018,9,7
196,9/7/18,Groww,CONSUMER INTERNET,Online Platform That Sells Direct Plans Of Mutual Funds,Bengaluru,"INSIGNIA VENTURES PARTNERS, LIGHTBRIDGE PARTNERS,KAIROS",Seed/ Angel Funding,1100000,,2018,9,7
197,10/7/18,Avenue Growth,CONSUMER INTERNET,Online Platform That Connects Brands With Freelance Sales Professionals,Gurugram,"AVTAR MONGA, CHIEF OPERATING OFFICE AT IDFC BANK, ADITYA MALIK,OTHERS",Seed/ Angel Funding,437000,,2018,10,7
198,10/7/18,iNICU,HEALTHCARE,Med-tech Platform Providing Care For Newborns,Delhi,VENTURE CATALYSTS,Seed/ Angel Funding,,,2018,10,7
199,10/7/18,Kinara Capital,FINANCE,"Lending Platform For Micro,Small Enterprises",Bengaluru,RESPONSABILITY,Private Equity,5000000,,2018,10,7
200,10/7/18,Shop 101,CONSUMER INTERNET,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"STELLARIS VENTURE PARTNERS, VY CAPITAL, RAGHUNANDAN G,,RAMAKANT SHARMA",Private Equity,5000000,,2018,10,7
201,11/7/18,Sambandh,CONSUMER INTERNET,Online Micro Lending Platform,Rourkela,BASE OF PYRAMID ASIA (BOPA) PTE LTD,Private Equity,2500000,,2018,11,7
202,12/7/18,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurugram,"RISHI VASUDEV, EXCELSIOR INVESTMENTS, RITESH VOHRA, PRAVEER KUMAR, PRASHANT GUPTA,OTHERS",Seed/ Angel Funding,180000,,2018,12,7
203,12/7/18,5th Vital,HEALTHCARE,Home diagnostics services provider,Bengaluru,"BRAND CAPITAL,OTHERS",Seed/ Angel Funding,500000,,2018,12,7
204,7/13/18,MEngage,HEALTHCARE,A Doctor-Patient Engagement Platform,Jaipur,"SIDDHARTH AGARWAL, MAHAVIR SHARMA, AMIT SINGAL, 100 CO-FOUNDERS LAB,OTHERS.",Seed/ Angel Funding,175000,,2018,7,13
205,7/17/18,Ofbusiness,FINANCE,Online Lending Platform For SME,Gurugram,"CREATION INVESTMENTS, FALCON EDGE, MATRIX PARTNERS INDIA,ZODIUS CAPITAL",Private Equity,29000000,,2018,7,17
206,7/17/18,Cars24,CONSUMER INTERNET,Online Used Car Marketplace,Gurugram,"KINGSWAY FCI FUND, KCK GLOBAL,OTHERS",Private Equity,49700000,,2018,7,17
207,7/18/18,The Ken,CONSUMER INTERNET,Subscription-Only News Website,Bengaluru,"OMIDYAR NETWORK,OTHERS",Seed/ Angel Funding,1500000,,2018,7,18
208,7/19/18,Book My Show,CONSUMER INTERNET,Online Ticketing Platform,Mumbai,"TPG GROWTH, THE RISE FUND,OTHERS",Private Equity,100000000,,2018,7,19
209,7/20/18,HousingMan,CONSUMER INTERNET,Property Discovery Platform,Bengaluru,,Seed/ Angel Funding,1500000,,2018,7,20
210,7/21/18,PaySense,CONSUMER INTERNET,Online Consumer Lending Platform,Mumbai,"PAYU,OTHERS",Private Equity,18000000,,2018,7,21
211,7/23/18,Yulu Bikes,TECHNOLOGY,Bicycle-Sharing Platform,Bengaluru,,Seed/ Angel Funding,,,2018,7,23
212,7/23/18,VTION,TECHNOLOGY,Media Analytics,Gurugram,"ANGELLIST, RAHUL KHANNA, RAJEEV ARORA,RAM RAMSUNDAR.",Seed/ Angel Funding,280000,,2018,7,23
213,7/23/18,Log9 Materials,TECHNOLOGY,Nanotechnology Company Specializing In Graphene,Bengaluru,"METAFORM VENTURES, HEMANT LUTHRA, MICRO VENTURE CAPITAL FIRM GEMS PARTNERS,OTHERS",Seed/ Angel Funding,436000,,2018,7,23
214,7/24/18,kidovators,ED-TECH,Skill Learning Platform,Bengaluru,GRAY MATTERS,Seed/ Angel Funding,180000,,2018,7,24
215,7/24/18,Digit,CONSUMER INTERNET,Online Insurance Startup,Pune,FAIRFAX,Private Equity,45000000,,2018,7,24
216,7/25/18,Black Soil,FINANCE,Non-Banking Financial Company,Mumbai,"ALLCARGO LOGISTICS, NAVNEET EDUCATION,MAHAVIR AGENCY",Private Equity,17000000,,2018,7,25
217,7/25/18,Trell,CONSUMER INTERNET,Mobile-First Video Blogging App,Bengaluru,"BEENEXT , WEH VENTURES,SPROUT VENTURES",Seed/ Angel Funding,1250000,,2018,7,25
218,7/25/18,iqlect,TECHNOLOGY,Data Analytics Firm,Bengaluru,"VENTUREAST,EXFINITY",Seed/ Angel Funding,2500000,,2018,7,25
219,7/26/18,Entropik,IT,Software-As-A-Service Platform,Bengaluru,"BHARAT INNOVATION, IDFC-PARAMPARA CAPITAL, ARTHAVIDA VENTURES, JITENDRA GUPTA,OTHERS",Seed/ Angel Funding,1100000,,2018,7,26
220,7/26/18,Bitla Software,TECHNOLOGY,Travel-Focused Tech Startup,Bengaluru,MAKEMYTRIP,Private Equity,,,2018,7,26
221,7/26/18,TheCapitalNet,FIN-TECH,Unified Global Investments Ecosystem,Hyderabad,LINDWALL FAMILY INVESTMENTS LLC (LFI),Private Equity,500000,,2018,7,26
222,7/30/18,Shuttl,CONSUMER INTERNET,Bus Aggregation Platform,Gurugram,"AMAZON ALEXA FUND,DENTSU VENTURES",Private Equity,11000000,,2018,7,30
223,7/30/18,Cure Fit,CONSUMER INTERNET,"Health,fitness Platform",Bengaluru,"IDG VENTURES, ACCEL PARTNERS, KALAARI CAPITAL,OTHERS",Private Equity,120000000,,2018,7,30
224,7/31/18,Five Star Group,FIN-TECH,Non-Bank Lending Platform For SME,Chennai,"TPG, NORWEST VENTURE PARTNERS, SEQUOIA CAPITAL,MATRIX PARTNERS",Private Equity,100000000,,2018,7,31
225,7/31/18,Healthsignz,HEALTHCARE,"Health,Well being Platform",Hyderabad,KANTILAL PATEL,Seed/ Angel Funding,5000000,,2018,7,31
226,1/6/18,CoinTribe,FINANCE,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,"SABRE PARTNERS, PUNEET DALMIA,OTHERS",Private Equity,10000000,,2018,1,6
227,4/6/18,Digiconectt,TECHNOLOGY,"Sales Analytics,Enablement Platform",Bengaluru,ASPIRE LOGISTICS LLC,Seed/ Angel Funding,125000,,2018,4,6
228,4/6/18,Kashmir Box,E-COMMERCE,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"BHAIRAVI JANI, ALOK DIVATIA, NAMRATA KAUL, SOHAIL HASHEMI, AIJAZ SALEEM",Seed/ Angel Funding,,,2018,4,6
229,5/6/18,Crowdera,FINANCE,Online Crowdfunding Platform,Nagpur,"ANIL ADVANI, PRAMOD JAIN, AMRENDRA REDDY,MANISH SATNALIWALA.",Seed/ Angel Funding,,,2018,5,6
230,5/6/18,Zoctr,HEALTHCARE,Online Healthcare Aggregator,Mumbai,"NB VENTURES,OTHERS",Seed/ Angel Funding,,,2018,5,6
231,7/6/18,Annapurna Finance,FINANCE,Non-Banking Financial Company,Bhubneswar,OMAN INDIA JOINT INVESTMENT FUND (OIJIF),Private Equity,23000000,,2018,7,6
232,7/6/18,Meesho,CONSUMER INTERNET,Online Marketplace For Resellers,Bengaluru,"SEQUOIA CAPITAL INDIA, SAIF PARTNERS, Y COMBINATOR,VENTURE HIGHWAY",Private Equity,11500000,,2018,7,6
233,10/6/18,AyeFinance,FINANCE,Online Lending Platform,Gurugram,"CAPITALG, SAIF PARTNERS,LGT IMPACT VENTURES",Private Equity,21500000,,2018,10,6
234,11/6/18,Theranosis,HEALTHCARE,Specialised diagnostics Platform,Hyderabad,MUMBAI ANGELS NETWORK,Seed/ Angel Funding,,,2018,11,6
235,12/6/18,Alpha Capital,FINANCE,Supplychain Finance,Mumbai,ALPHA CAPITAL,Private Equity,14800000,,2018,12,6
236,12/6/18,eshakti,E-COMMERCE,Fashion e-tailer,Chennai,PARAGON PARTNERS,Private Equity,10100000,,2018,12,6
237,12/6/18,Daily Ninja,CONSUMER INTERNET,Hyperlocal Delivery Platform,Bengaluru,"SAAMA CAPITAL,SEQUOIA CAPITAL",Seed/ Angel Funding,3000000,,2018,12,6
238,6/13/18,NirogStreet,HEALTHCARE,An Online Platform That Connects Ayurveda Doctors With Patients,Gurugram,"SPIRAL VENTURES, SUBHO RAY,SAMIR KUMAR",Seed/ Angel Funding,300000,,2018,6,13
239,6/13/18,Nivesh,FINANCE,Mass Market Mutual Fund Investment Platform,Noida,"LETSVENTURE, RAJAN ANANDAN, BASAB PRADHAN, VIVEK KHARE,BIJOY GEORGE",Seed/ Angel Funding,450000,,2018,6,13
240,6/13/18,Whats Up Life,CONSUMER INTERNET,"A Local Discovery App For Dining-Out, Party, Leisure,Events",Gurugram,RANNVIJAY SINGHA,Seed/ Angel Funding,,,2018,6,13
241,6/14/18,HomeLane,CONSUMER INTERNET,Online Home Furnishing Solutions,Bengaluru,BRAND CAPITAL,Seed/ Angel Funding,3450000,,2018,6,14
242,6/14/18,Network Intelligence,TECHNOLOGY,Cybersecurity Specialist,Mumbai,HELIX INVESTMENTS,Private Equity,4800000,,2018,6,14
243,6/18/18,Tynor Othontics,HEALTHCARE,Prosthetics Manufacturers,Chandigarh,"LIGHTHOUSE FUNDS,THUASNE PARTICIPATIONS",Private Equity,21000000,,2018,6,18
244,6/18/18,Elucidata,IT,Data Analytics (SaaS),"Delhi,Cambridge","HYPERPLANE VENTURE CAPITAL,SEVERAL ANGEL INVESTORS",Seed/ Angel Funding,1700000,,2018,6,18
245,6/19/18,Chrysalis,ED-TECH,Education Services Provider,Pune,"MENTERRA VENTURE,ARTHA INITIATIVES",Seed/ Angel Funding,,,2018,6,19
246,6/19/18,RentSher,CONSUMER INTERNET,Online Rental Marketplace,Bengaluru,"SHOROOQ INVESTMENTS, LETSVENTURE,OTHERS",Seed/ Angel Funding,1100000,,2018,6,19
247,6/20/18,Drip capital,FINANCE,Trade Finance Firm,Mumbai,"ACCEL PARTNERS, SEQUOIA INDIA, Y COMBINATOR,OTHERS.",Private Equity,15000000,,2018,6,20
248,6/22/18,WickedRide,CONSUMER INTERNET,Online Motorbike And Scooter Rental Platforms,Bengaluru,"SEQUOIA CAPITAL, ACCEL PARTNERS,RAGHUNANDAN GANGAPPA",Private Equity,9100000,,2018,6,22
249,6/25/18,PolicyBazaar,CONSUMER INTERNET,Online Insurance Selling Platform,Gurugram,"SOFTBANK VISION FUND,INFO EDGE (INDIA) LTD",Private Equity,200000000,,2018,6,25
250,6/25/18,HipBar,CONSUMER INTERNET,Digital Payment Platform For Beverage Delivery,Bengaluru,DIAGEO INDIA,Private Equity,4000000,,2018,6,25
251,6/25/18,Sqqrl,FINANCE,App-based investment platform,Gurugram,EQUANIMITY VENTURE FUND,Seed/ Angel Funding,1000000,,2018,6,25
252,6/26/18,Paytm,TECHNOLOGY,Digital Payment Platform,Noida,ONE 97 COMMUNICATIONS,Private Equity,8950000,,2018,6,26
253,6/26/18,Sigtuple,HEALTHCARE,Data Driven Intelligence Solutions Platform,Bengaluru,"ACCEL PARTNERS, IDG VENTURE, ENDIYA PARTNERS, PI VENTURES, VH CAPITAL, AXILOR VENTURES,BINNY BANSAL",Private Equity,19000000,,2018,6,26
254,6/27/18,Wow Express,TECHNOLOGY,E-commerce Logistics Platform,Mumbai,UNDISCLOSED EXISTING INVESTORS AS WELL AS THE TAMARIND FAMILY TRUST,Private Equity,4500000,,2018,6,27
255,6/28/18,Front Desk AI,TECHNOLOGY,An AI Platform Offering Automated Customer Service Software,Bengaluru,"SPECIALE INVEST,OTHERS",Seed/ Angel Funding,1100000,,2018,6,28
256,6/28/18,Edureka,ED-TECH,Online Education Platform,Bengaluru,LEO CAPITAL,Seed/ Angel Funding,2000000,,2018,6,28
257,6/29/18,Numeroseven,TECHNOLOGY,An Artificial Intelligence-Based Recruitment Platform,Kolkatta,"SHIVA GUNAPU,OTHERS",Seed/ Angel Funding,,,2018,6,29
258,2/5/18,OpenTap,FINANCE,Online Lending Platform,Chennai,UNKNOWN HIGH NET-WORTH INDIVIDUALS,Seed / Angel Funding,450000,,2018,2,5
259,2/5/18,Bizongo,CONSUMER INTERNET,Aggregator For Packaging Material,Mumbai,"B CAPITAL, INTERNATIONAL FINANCE CORPORATION (IFC), ACCEL PARTNERS,IDG VENTURES",Private Equity,22000000,,2018,2,5
260,3/5/18,Disprz,IT,SaaS,Chennai,"IL&FS PRIVATE EQUITY, KAE CAPITAL,OTHERS",Seed / Angel Funding,2500000,,2018,3,5
261,7/5/18,PaisaDukan,CONSUMER INTERNET,P2P Lending Platform,Mumbai,,Seed / Angel Funding,225000,,2018,7,5
262,9/5/18,i3sysytems,TECHNOLOGY,"AI product company For Health,Life Insurane Companies",Mumbai,"UNITUS VENTURES, BEHRAM VAKIL,JERXIS VANDREVALA",Seed / Angel Funding,1000000,,2018,9,5
263,11/5/18,Earth Food,CONSUMER INTERNET,Agri-tech,Pune,RAIRAH CORPORATION,Seed / Angel Funding,949000,,2018,11,5
264,5/14/18,Nykaa,CONSUMER INTERNET,Beauty e-tailer,Mumbai,"SUNIL MUNJAL, HARSH MARIWALA, DALIP PATHAK,OTHERS",Private Equity,24000000,,2018,5,14
265,5/16/18,mfine,HEALTHCARE,Doctor-Consultation App,Bengaluru,"PRIME VENTURE PARTNERS, STELLARIS VENTURE PARTNERS,MAYUR ABHAYA SRISRIMAL",Private Equity,4200000,,2018,5,16
266,5/21/18,Rocketium,TECHNOLOGY,Online Video Creation Platform,Bengaluru,BLUME VENTURES,Seed/ Angel Funding,300000,,2018,5,21
267,5/21/18,MilkBasket,TECHNOLOGY,Micro-Delivery Grocery Startup,Gurugram,"KALAARI CAPITAL, UNILEVER VENTURES,BLUME VENTURES",Private Equity,7000000,,2018,5,21
268,5/22/18,Vola,FINANCE,Micro Lending Platform,Bengaluru,"CREDIKA,UNNAMED ANGEL INVESTORS",Seed/ Angel Funding,500000,,2018,5,22
269,5/22/18,Cashkumar,CONSUMER INTERNET,P2P Lending Platform,Bengaluru,LETSVENTURE,Seed/ Angel Funding,735000,,2018,5,22
270,5/23/18,Edyoo,E-COMMERCE,Products For Shoolgoing Children,Bengaluru,RS SHANBAG,Seed/ Angel Funding,735000,,2018,5,23
271,5/23/18,Aashiyaan,FINANCE,Housing Finance For Low-Income Families,Kolkata,"INSISTOR, OIKOCREDIT",Seed/ Angel Funding,2000000,,2018,5,23
272,5/24/18,Smartivity,ED-TECH,"Designer Of Toys,Learning Projects For Kids",Delhi,"ASHISH KACHOLI, S CHAND GROUP",Seed/ Angel Funding,2000000,,2018,5,24
273,5/24/18,Bonphulapl,CLEAN-TECH,Oxygen Optimiser Manufacturer,Delhi,"ATUL GUPTA,SAURABH RASTOGI",Seed/ Angel Funding,293000,,2018,5,24
274,5/27/18,Acko,CONSUMER INTERNET,Online Insurance Platform,Mumbai,"AMAZON, ASHISH DHAWAN, CATAMARAN VENTURES, NR NARAYANA MURTHY.",Seed/ Angel Funding,12000000,,2018,5,27
275,5/28/18,HWell24,HEALTHCARE,Home Healthcare Aggregator,Mumbai,"PRASHANT MEHTA, MITALI PAWAR, NIKHIL G,BHAVESH P, R RANGANATHAN, ONCOTRUST,MEDINTEL SERVICES PVT. LTD",Seed/ Angel Funding,200000,,2018,5,28
276,5/29/18,Toffee,CONSUMER INTERNET,Online Insurance Platform,Gurugram,"KALAARI CAPITAL, OMIDYAR NETWORK,ACCION VENTURE LABS",Seed/ Angel Funding,1500000,,2018,5,29
277,5/29/18,Tonetag,TECHNOLOGY,Mobile Payments Technology Platform,Bengaluru,"AMAZON INC.,MASTERCARD",Private Equity,8000000,,2018,5,29
278,5/30/18,Events High,CONSUMER INTERNET,"Events,Activities Discovery Platform",Bengaluru,TREEBO,Private Equity,,,2018,5,30
279,5/30/18,Stellaps,TECHNOLOGY,Iot Application Platform In Agriculture,Bengaluru,"INDUSAGE PARTNERS, BILL,MELINDA GATES FOUNDATION, QUALCOMM VENTURE, ABB TECHNOLOGY VENTURES, OMNIVORE, BLUME VENTURES, VENTURE HIGHWAY,BEENEXT",Private Equity,14000000,,2018,5,30
280,5/31/18,Credright,CONSUMER INTERNET,Lending Platform For SMEs,Hyderabad,"ACCION VENTURE LAB, YOURNEST VENTURE CAPITAL AND OTHER ANGEL INVESTORS",Seed/ Angel Funding,1300000,,2018,5,31
281,2/4/18,Fitternity,CONSUMER INTERNET,Online Fitness Discovey Platform,Mumbai,"EXFINITY VENTURE, SAHA FUND PARTNERS, ARIHANT PATNI OF PATNI FAMILY OFFICE, ANJALI BANSAL, SHARDUL AMARCHAND MANGALDAS, SATISH KHANNA,TAPARIA FAMILY OFFICE.",Private Equity,2000000,,2018,2,4
282,2/4/18,Synctag,TECHNOLOGY,Social Media Anlaytics Platform,Coimbatore,"SUBHKAM VENTURES,MOHIT KHADARIA",Seed / Angel Funding,307600,,2018,2,4
283,2/4/18,Benepik,TECHNOLOGY,Enhanced Employee Engagement Platform,Gurugram,"VISHAL BALI, YOGESH MISRA, THOMAS ASSESSMENTS,OTHERS",Seed / Angel Funding,,,2018,2,4
284,2/4/18,Finzy,CONSUMER INTERNET,Online Loan Matchmaking Platform,Bengaluru,,Seed / Angel Funding,1300000,,2018,2,4
285,4/4/18,Varthana,FINANCE,"Loans,Services To Affordable Private Schools in India",Bengaluru,"CHRYSCAPITAL, EXISTING INVESTORS, ELEVAR EQUITY, LGT IMPACT, OMIDYAR NETWORK,KAIZEN PRIVATE EQUITY ALSO PARTICIPATED IN THE ROUND",Private Equity,55000000,,2018,4,4
286,5/4/18,IndigoLearn,ED-TECH,Online Education Platform,Hyderabad,"MAHESHWAR PERI, FOUNDER,CHAIRMAN OF CAREER INFORMATION PORTAL CAREERS360,,JAMSHED JEEJEEBHOY, DIRECTOR AT BYRAMJEE JEEJEEBHOY PVT. LTD WERE AMONG THE ANGELS",Seed / Angel Funding,150000,,2018,5,4
287,5/4/18,Vedantu,ED-TECH,Interactive Online Tutoring Platform,Bangalore,"ACCEL PARTNERS, TIGER GLOBAL AND OTHERS",Private Equity,10000000,,2018,5,4
288,9/4/18,Kaleidofin,FIINANCE,Digital Financial Services Platform,Chennai,"OMIDYAR NETWORK. BLUME VENTURES,PROFESSOR SHLOMO BEN-HAIM",Seed / Angel Funding,2800000,,2018,9,4
289,9/4/18,Pipabella,CONSUMER INTERNET,Fashion Accessories Etailer,Mumbai,FIRESIDE VENTURES,Seed / Angel Funding,1000000,,2018,9,4
290,9/4/18,Elemential,TECHNOLOGY,Blockchain Platform,Mumbai,"MATRIX PARTNER, AMRISH RAU, INVESTOPAD, DIGITAL CURRENCY GROUP, HINDUJA GROUP, LIGHTSPEED INDIA, EIGHT INNOVATE, AMIT RANJAN, PRASHANT MALIK,OTHERS",Seed / Angel Funding,,,2018,9,4
291,9/4/18,Kriger Campus,ED-TECH,Mobile-Based Education Network,Delhi,,Seed / Angel Funding,46140,,2018,9,4
292,10/4/18,Loanzen,FINANCE,Digital Lending Platform In Logistics,Bengaluru,KAE CAPITAL MANAGEMENT,Seed / Angel Funding,,,2018,10,4
293,10/4/18,TravelTriangle,CONSUMER INTERNET,Online Travel Marketplace,Gurugram,"FUNDAMENTUM, SAIF PARTNERS, BESSEMER VENTURE PARTNERS, RB INVESTMENTS,OTHERS",Private Equity,12000000,,2018,10,4
294,12/4/18,Letsmd,HEALTHCARE,Platform To Discover Healthcare Financing Options,Delhi,"SRI CAPITAL, WATERBRIDGE VENTURES,THINKUVATE",Seed / Angel Funding,1000000,,2018,12,4
295,12/4/18,AyeFinance,FINANCE,Online Lending Platform,Gurugram,"BLUEORCHARD FINANCE LTD, HINDUJA LEYLAND FINANCE,INTELLEGROW",Debt Funding,4600000,,2018,12,4
296,4/13/18,mintifi,FINANCE,Online Lending Platform,Mumbai,LOK CAPITAL,Seed / Angel Funding,2000000,,2018,4,13
297,4/16/18,icanstay,CONSUMER INTERNET,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,MR. MANOJ PRASAD,Seed / Angel Funding,500000,,2018,4,16
298,4/16/18,Pregbuddy,HEALTHCARE,Connected Care App For Pregnant Women,Bengaluru,"RAJAN ANANDAN, MADHUSUDHAN KANNAN, JAYANT KADAMBI, PUNEET GUPTA,PRADEEP K JAISINGH",Seed / Angel Funding,,,2018,4,16
299,4/18/18,Coverfox,CONSUMER INTERNET,Online Insurance Aggregator,Mumbai,"INTERNATIONAL FINANCE CORPORATION, TRANSAMERICA,OTHERS.",Private Equity,22000000,,2018,4,18
300,4/19/18,Lenskart,CONSUMER INTERNET,Online Eyewear Retailer,Faridabad,TR CAPITAL,Private Equity,,,2018,4,19
301,4/19/18,mamaearth,HEALTHCARE,Online Baby care Products,Gurugram,SHILPA SHETTY KUNDRA,Private Equity,,,2018,4,19
302,4/19/18,Fyle Technologies,TECHNOLOGY,AI Based Expense Management Platform,Bengaluru,"PRAVEGA VENTURES,BEENEXT",Seed / Angel Funding,1100000,,2018,4,19
303,4/19/18,True Balance,TECHNOLOGY,Mobile Balance Checking App,Gurugram,"LINE VENTURES CORPORATION, LINE CORP, NAVER, SHINHAN BANK,TS INVESTMENT",Private Equity,23000000,,2018,4,19
304,4/22/18,Visit,HEALTHCARE,AI Driven Health tech Platform,Delhi,"BIZ STONE, KUNAL BAHL, ROHIT BANSAL, ALAGU PERIYANNAN,KARTHEE MADASAMY",Private Equity,,,2018,4,22
305,4/22/18,Doxper,HEALTHCARE,Digitized Health-Tech Solutions For Practitioners,Mumbai,VIDAL HEALTHCARE,Seed / Angel Funding,1900000,,2018,4,22
306,4/22/18,Nykaa,CONSUMER INTERNET,Beauty e-tailer,Mumbai,"SUNIL MUNJAL, HARSH MARIWALA, DALIP PATHAK,OTHERS",Private Equity,11000000,,2018,4,22
307,4/23/18,Mihuru,FINANCE,Online Platform Providing Micro Loans For Air Travel,Mumbai,,Seed / Angel Funding,150000,,2018,4,23
308,4/23/18,Capital Float,FINANCE,Online Lending Platform,Bengaluru,AMAZON,Private Equity,22000000,,2018,4,23
309,4/25/18,Trip shelf,CONSUMER INTERNET,Online Travel Marketplace,Delhi,"GEMS ADVISORY, ALOK MITTAL,SACHIN BHATIA",Seed / Angel Funding,246000,,2018,4,25
310,4/26/18,POPxo,TECHNOLOGY,Women Focussed Digital Media Platform,Delhi,"NEOPLUX, OPPO, IDG VENTURES INDIA, KALAARI CAPITAL, GREE VENTURES,SUMMIT MEDIA",Private Equity,5500000,,2018,4,26
311,4/26/18,RailYatri,CONSUMER INTERNET,Online Travel Ticketing Platform,Noida,"OMIDYAR NETWORK, NANDAN NILEKANI, BLUME VENTURES, HELION VENTURE PARTNERS",Private Equity,,,2018,4,26
312,4/27/18,1mg,CONSUMER INTERNET,Online Pharmacy Store,Gurugram,"SEQUOIA CAPITAL, MAVERICK CAPITAL LTD,HBM HEALTHCARE INVESTMENTS LTD",Private Equity,10000000,,2018,4,27
